Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-01-03 00:00:00-05:00,26.871489845094253,26.99447651556457,26.6301567422964,26.952707290649414,115127600,0.0,0.0
2017-01-04 00:00:00-05:00,26.883092442394148,27.03624686358103,26.85988770990124,26.92254066467285,84472400,0.0,0.0
2017-01-05 00:00:00-05:00,26.89933828632658,27.117466685746564,26.873812547228166,27.0594539642334,88774400,0.0,0.0
2017-01-06 00:00:00-05:00,27.09890159545127,27.41913294423947,27.02696638888359,27.361120223999023,127007600,0.0,0.0
2017-01-09 00:00:00-05:00,27.37040503806809,27.713841175287733,27.368085803584552,27.611738204956055,134247600,0.0,0.0
2017-01-10 00:00:00-05:00,27.560683456997978,27.70223464168816,27.451621025719128,27.63958168029785,97848400,0.0,0.0
2017-01-11 00:00:00-05:00,27.553716002802226,27.829857066496434,27.521229027121425,27.788087844848633,110354400,0.0,0.0
2017-01-12 00:00:00-05:00,27.590852089450532,27.683672802608196,27.43073640351376,27.672069549560547,108344800,0.0,0.0
2017-01-13 00:00:00-05:00,27.639580282672586,27.75792672643418,27.569964310952187,27.623336791992188,104447600,0.0,0.0
2017-01-17 00:00:00-05:00,27.460904027231056,27.901801113325078,27.43305905090189,27.84610939025879,137759200,0.0,0.0
2017-01-18 00:00:00-05:00,27.84610533676761,27.962130775670808,27.77881036975483,27.84378433227539,94852000,0.0,0.0
2017-01-19 00:00:00-05:00,27.706874787036238,27.866988686666044,27.69991354406203,27.795053482055664,102389200,0.0,0.0
2017-01-20 00:00:00-05:00,27.950531592309076,27.950531592309076,27.783456423110206,27.84610939025879,130391600,0.0,0.0
2017-01-23 00:00:00-05:00,27.846101492547934,28.034062111092247,27.79272901904127,27.864665985107422,88200800,0.0,0.0
2017-01-24 00:00:00-05:00,27.741677108449657,27.869304001204497,27.730073858923166,27.83913803100586,92844000,0.0,0.0
2017-01-25 00:00:00-05:00,27.943567895524186,28.333413463586048,27.91108091238635,28.28236198425293,129510400,0.0,0.0
2017-01-26 00:00:00-05:00,28.23363089857119,28.412311072370468,28.21738740735378,28.29628562927246,105350400,0.0,0.0
2017-01-27 00:00:00-05:00,28.342687558994847,28.391418019684433,28.217379901332784,28.29859733581543,82251600,0.0,0.0
2017-01-30 00:00:00-05:00,28.061913159415205,28.224348068237305,27.9992602004146,28.224348068237305,121510000,0.0,0.0
2017-01-31 00:00:00-05:00,28.11296096031376,28.168652668854683,27.98997429251579,28.15937042236328,196804000,0.0,0.0
2017-02-01 00:00:00-05:00,29.47742287925065,30.28032047863512,29.472782640649545,29.876550674438477,447940000,0.0,0.0
2017-02-02 00:00:00-05:00,29.697873561540074,30.02506439450992,29.65146232148237,29.82550048828125,134841600,0.0,0.0
2017-02-03 00:00:00-05:00,29.774450536870944,29.978656462785178,29.739644318051813,29.9531307220459,98029200,0.0,0.0
2017-02-06 00:00:00-05:00,29.964729478526245,30.28263803208574,29.91135522992565,30.233905792236328,107383600,0.0,0.0
2017-02-07 00:00:00-05:00,30.29192057384011,30.651600149049994,30.27103684425891,30.521652221679688,152735200,0.0,0.0
2017-02-08 00:00:00-05:00,30.479872063297588,30.681755113433656,30.449704328150276,30.639984130859375,92016400,0.0,0.0
2017-02-09 00:00:00-05:00,30.68194386243842,30.868390120408723,30.558423972218495,30.861398696899414,113399600,0.1425,0.0
2017-02-10 00:00:00-05:00,30.870717341633945,30.982583653569584,30.775163162859407,30.791475296020508,80262000,0.0,0.0
2017-02-13 00:00:00-05:00,31.015225138149322,31.18768859365098,30.93831590351348,31.064165115356445,92141600,0.0,0.0
2017-02-14 00:00:00-05:00,31.10609971400079,31.48365069317627,31.054826919771344,31.46733856201172,132904800,0.0,0.0
2017-02-15 00:00:00-05:00,31.583883443929906,31.75867618179998,31.374130024785405,31.58155059814453,142492400,0.0,0.0
2017-02-16 00:00:00-05:00,31.61882684152099,31.672428928802596,31.42538920218688,31.54425048828125,90338400,0.0,0.0
2017-02-17 00:00:00-05:00,31.485997077838093,31.65612766485315,31.485997077838093,31.630491256713867,88792800,0.0,0.0
2017-02-21 00:00:00-05:00,31.749353461206972,31.870544094441076,31.691089212405434,31.858890533447266,98028800,0.0,0.0
2017-02-22 00:00:00-05:00,31.795960482882446,31.95677036001982,31.721384102222384,31.95444107055664,83347600,0.0,0.0
2017-02-23 00:00:00-05:00,32.01736519722708,32.04066875872222,31.765663262378204,31.819265365600586,83152800,0.0,0.0
2017-02-24 00:00:00-05:00,31.674768989481507,31.84956169128418,31.527941981993944,31.84956169128418,87106400,0.0,0.0
2017-02-27 00:00:00-05:00,31.961430555122256,32.03134835261209,31.761001432273734,31.912487030029297,81029600,0.0,0.0
2017-02-28 00:00:00-05:00,31.94744979867255,32.03135044992052,31.858887012308827,31.926475524902344,93931600,0.0,0.0
2017-03-01 00:00:00-05:00,32.13622230605393,32.66292972648773,32.06863735608165,32.57902908325195,145658400,0.0,0.0
2017-03-02 00:00:00-05:00,32.627971063205706,32.693226720838794,32.338979182140186,32.38559341430664,104844000,0.0,0.0
2017-03-03 00:00:00-05:00,32.343641366695856,32.58835186128232,32.2993599797691,32.576698303222656,84432400,0.0,0.0
2017-03-06 00:00:00-05:00,32.48115066573713,32.57437559287576,32.30169934880906,32.474159240722656,87000000,0.0,0.0
2017-03-07 00:00:00-05:00,32.408897893465074,32.62330985407913,32.34597152318883,32.51610565185547,69785200,0.0,0.0
2017-03-08 00:00:00-05:00,32.38326678884118,32.5813666450977,32.352971799514194,32.394920349121094,74828800,0.0,0.0
