Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-01-03 00:00:00-05:00,57.12160620593169,57.167091740066525,56.52118813250996,56.930564880371094,20694100,0.0,0.0
2017-01-04 00:00:00-05:00,56.83960829481114,57.08523442110988,56.51210679307948,56.67585754394531,21340000,0.0,0.0
2017-01-05 00:00:00-05:00,56.575787255046755,57.003359045676966,56.43023141764657,56.67585754394531,24876000,0.0,0.0
2017-01-06 00:00:00-05:00,56.67585440304502,57.449122566019035,56.43932748174955,57.16710662841797,19922900,0.0,0.0
2017-01-09 00:00:00-05:00,57.09433065378014,57.385445801511445,56.89419354451634,56.985164642333984,20382700,0.0,0.0
2017-01-10 00:00:00-05:00,57.06702735988192,57.37633388230638,56.6576505698607,56.966957092285156,18593000,0.0,0.0
2017-01-11 00:00:00-05:00,56.95787317357898,57.52190160650969,56.79412242364347,57.485511779785156,21517300,0.0,0.0
2017-01-12 00:00:00-05:00,57.36723965467215,57.676546185141014,56.357444703131904,56.957862854003906,20968200,0.0,0.0
2017-01-13 00:00:00-05:00,56.96695806180731,57.19438923009819,56.72133198361426,57.039737701416016,19422300,0.0,0.0
2017-01-17 00:00:00-05:00,57.02154998057617,57.03974489277229,56.43022748033849,56.88508987426758,20664000,0.0,0.0
2017-01-18 00:00:00-05:00,57.012451078995134,57.03974518259033,56.51210313719581,56.8577995300293,19670100,0.0,0.0
2017-01-19 00:00:00-05:00,56.6212762738733,57.29447072047736,56.58488644694203,56.67585754394531,18451700,0.0,0.0
2017-01-20 00:00:00-05:00,57.012453611723174,57.148913724787235,56.73953685591988,57.07613754272461,30213500,0.0,0.0
2017-01-23 00:00:00-05:00,57.039744902129286,57.421827647336556,56.92147970799742,57.27627182006836,23097600,0.0,0.0
2017-01-24 00:00:00-05:00,57.4946053657358,57.98585756764379,57.25807498541364,57.78571701049805,24672900,0.0,0.0
2017-01-25 00:00:00-05:00,58.17690818346348,58.313364836583666,57.72204573241267,57.93128204345703,23672700,0.0,0.0
2017-01-26 00:00:00-05:00,58.33155297520669,58.713635701218884,57.81300667939452,58.4680061340332,43554600,0.0,0.0
2017-01-27 00:00:00-05:00,59.48688281498753,59.95994342835211,59.032020577869936,59.8416748046875,44818000,0.0,0.0
2017-01-30 00:00:00-05:00,59.759816753968025,59.85078783430073,58.950162339904416,59.2503662109375,31651400,0.0,0.0
2017-01-31 00:00:00-05:00,59.00473532434314,59.26855627876011,58.458901978253486,58.81369400024414,25270500,0.0,0.0
2017-02-01 00:00:00-05:00,58.54988184965219,58.78641221342758,57.74022742740227,57.84029769897461,39671500,0.0,0.0
2017-02-02 00:00:00-05:00,57.54008386718162,57.685639671748085,57.0852215441209,57.46730422973633,45827000,0.0,0.0
2017-02-03 00:00:00-05:00,57.76753128345273,57.949476957938074,57.37634929792303,57.93128204345703,30301800,0.0,0.0
2017-02-06 00:00:00-05:00,57.767517486826584,57.903977577681076,57.440016045035215,57.89487838745117,19796400,0.0,0.0
2017-02-07 00:00:00-05:00,57.98586575643732,58.022252114427694,57.52190412122847,57.70384979248047,20277200,0.0,0.0
2017-02-08 00:00:00-05:00,57.83120742577389,58.04954291289955,57.51280512197068,57.621971130371094,18096400,0.0,0.0
2017-02-09 00:00:00-05:00,57.785709795330405,58.622658272263244,57.603764172490735,58.27695846557617,22644400,0.0,0.0
2017-02-10 00:00:00-05:00,58.44982808828354,58.495317112083285,58.204201935131096,58.22239685058594,18170700,0.0,0.0
2017-02-13 00:00:00-05:00,58.44070191304655,59.00473362075471,58.34063165941047,58.87737274169922,22920100,0.0,0.0
2017-02-14 00:00:00-05:00,58.950607325752486,59.234329469978235,58.59365732844307,59.097042083740234,23108400,0.39,0.0
2017-02-15 00:00:00-05:00,59.03298016593845,59.097046686809456,58.721801916772726,59.0604362487793,17005200,0.0,0.0
2017-02-16 00:00:00-05:00,59.25263489001306,59.71025488418341,58.97806708314703,59.0512809753418,20546300,0.0,0.0
2017-02-17 00:00:00-05:00,59.00551962028818,59.20687352286136,58.84993050747311,59.14280700683594,21248800,0.0,0.0
2017-02-21 00:00:00-05:00,59.133650271087284,59.444828484186594,58.98720853593966,59.02381896972656,20655900,0.0,0.0
2017-02-22 00:00:00-05:00,58.87738248316178,58.93229464086166,58.62111643692763,58.90483856201172,19292700,0.0,0.0
2017-02-23 00:00:00-05:00,58.95975483053009,59.243483958122525,58.74925355618653,59.14280700683594,20273100,0.0,0.0
2017-02-24 00:00:00-05:00,59.06043178181667,59.30755047414794,58.70348876642843,59.14280700683594,21796800,0.0,0.0
2017-02-27 00:00:00-05:00,59.06958027099054,59.06958027099054,58.6211147033431,58.785858154296875,15871500,0.0,0.0
2017-02-28 00:00:00-05:00,58.64857870373302,58.75840303072023,58.35569870252575,58.55705261230469,23239800,0.0,0.0
2017-03-01 00:00:00-05:00,58.69433886824531,59.481445829304505,58.59366190931492,59.43568801879883,26937500,0.0,0.0
2017-03-02 00:00:00-05:00,59.20687424479824,59.2617864069963,58.46552863285468,58.584510803222656,24539600,0.0,0.0
2017-03-03 00:00:00-05:00,58.56620404336729,58.831620966850735,58.22756275903331,58.80416488647461,18135900,0.0,0.0
2017-03-06 00:00:00-05:00,58.547903808797116,59.087892056087995,58.40146554872288,58.822471618652344,18750300,0.0,0.0
2017-03-07 00:00:00-05:00,58.749241075031534,59.289229169279736,58.749241075031534,58.94144058227539,18521000,0.0,0.0
2017-03-08 00:00:00-05:00,58.81330893916434,59.56380526313701,58.80415458640028,59.48143005371094,21510900,0.0,0.0
2017-03-09 00:00:00-05:00,59.664497874120094,59.67364524656269,59.01467831161553,59.24348831176758,19846800,0.0,0.0
2017-03-10 00:00:00-05:00,59.5912647468184,59.72855211523006,59.261777855720666,59.42652130126953,19538200,0.0,0.0
2017-03-13 00:00:00-04:00,59.49975638203411,59.664499866955204,59.09704853384313,59.225181579589844,20100000,0.0,0.0
2017-03-14 00:00:00-04:00,59.06043544436953,59.07874415449878,58.71264676191058,58.95061111450195,14280200,0.0,0.0
2017-03-15 00:00:00-04:00,59.07873841271282,59.41737270719573,58.804163649275495,59.261783599853516,24833800,0.0,0.0
2017-03-16 00:00:00-04:00,59.26179069881902,59.27094505409055,58.849935487053216,59.16111373901367,20674300,0.0,0.0
2017-03-17 00:00:00-04:00,59.40823061544968,59.710254502800524,59.197722347076024,59.371620178222656,49219700,0.0,0.0
2017-03-20 00:00:00-04:00,59.408219577419935,59.65533125438043,59.234321778583464,59.42652130126953,14598100,0.0,0.0
2017-03-21 00:00:00-04:00,59.66448569736424,59.94820780517608,58.69432674646217,58.767547607421875,26640500,0.0,0.0
2017-03-22 00:00:00-04:00,58.68519020885744,59.618731918880826,58.68519020885744,59.5180549621582,20680000,0.0,0.0
2017-03-23 00:00:00-04:00,59.43568669768822,59.710254502800524,59.28009059379164,59.371620178222656,19269200,0.0,0.0
2017-03-24 00:00:00-04:00,59.82008635114349,59.902454598598055,59.270943753265456,59.47229766845703,22617100,0.0,0.0
2017-03-27 00:00:00-04:00,59.15193237396473,59.69192736477957,58.895666405194554,59.582096099853516,18614700,0.0,0.0
2017-03-28 00:00:00-04:00,59.45398872070488,59.920763069262854,59.17026655919265,59.756019592285156,20080400,0.0,0.0
2017-03-29 00:00:00-04:00,59.60042472565558,59.948213373429894,59.44482863598234,59.92075729370117,13618400,0.0,0.0
2017-03-30 00:00:00-04:00,59.87498337942626,60.38752239290345,59.82007122833861,60.140403747558594,15122800,0.0,0.0
2017-03-31 00:00:00-04:00,60.08551038929164,60.57974085183558,59.90245819053793,60.2777099609375,21040300,0.0,0.0
2017-04-03 00:00:00-04:00,60.231930103102,60.3509157482185,59.66448588568726,59.99397277832031,20400900,0.0,0.0
2017-04-04 00:00:00-04:00,59.8475329306847,60.23193198988948,59.746855989074994,60.15871810913086,12997400,0.0,0.0
2017-04-05 00:00:00-04:00,60.680406775131814,60.72616457944941,59.89329992051741,60.00312423706055,21448600,0.0,0.0
2017-04-06 00:00:00-04:00,60.03973246028709,60.46074195123411,59.92990814778622,60.15871810913086,18103500,0.0,0.0
2017-04-07 00:00:00-04:00,60.26854228353879,60.36921922491783,59.893297578810845,60.112953186035156,14108500,0.0,0.0
2017-04-10 00:00:00-04:00,60.048886909743935,60.24108643965308,59.820076948034114,59.97566604614258,17952700,0.0,0.0
2017-04-11 00:00:00-04:00,60.03973688773821,60.048891242030294,59.35330695308557,59.92991256713867,18791500,0.0,0.0
2017-04-12 00:00:00-04:00,59.87499022164263,59.95736544041275,59.59126809830047,59.70109939575195,17108500,0.0,0.0
2017-04-13 00:00:00-04:00,59.7560208962466,60.277707420938775,59.4448356628418,59.4448356628418,17896500,0.0,0.0
2017-04-17 00:00:00-04:00,59.52720477100335,59.939059938704375,59.499748690853465,59.92991256713867,16689300,0.0,0.0
2017-04-18 00:00:00-04:00,59.79262964468536,60.14041832374243,59.637040523743536,59.84754180908203,15155600,0.0,0.0
2017-04-19 00:00:00-04:00,60.08550334184148,60.17702593911992,59.38991903361749,59.52720642089844,26992800,0.0,0.0
2017-04-20 00:00:00-04:00,59.91160123708181,60.177021638127684,59.61872475708742,59.948211669921875,22299500,0.0,0.0
2017-04-21 00:00:00-04:00,60.10380249586176,61.04649847466435,59.90244860083086,60.77193069458008,32522600,0.0,0.0
2017-04-24 00:00:00-04:00,61.76037928866207,61.92512271733277,61.412583726621214,61.80613708496094,29770000,0.0,0.0
